amfi_code,date,nav,daily_return,scheme,rolling_sharpe
119551,2022-03-10,51.0398,0.0035529531588252,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-11,50.2783,-0.014919729309284,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-14,50.4482,0.0033791914205532,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-15,50.3031,-0.002876217585563,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-16,50.0295,-0.0054390286085748,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-17,50.3261,0.0059285021837116,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-18,50.8119,0.0096530428545029,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-21,51.2574,0.0087676312045013,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-22,50.9057,-0.0068614482981967,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-23,50.7933,-0.002208004211709,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-24,50.9682,0.003443367530757,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-25,51.4351,0.0091606138729638,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-28,51.2446,-0.0037036965029717,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-29,51.1872,-0.0011201180221915,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-30,50.7163,-0.0091995655163791,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-03-31,50.21,-0.0099829837744471,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-01,50.5972,0.0077116112328221,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-04,51.2324,0.0125540543745503,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-05,51.2263,-0.000119065279003,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-06,51.7084,0.0094111813658217,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-07,51.9003,0.0037111958598603,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-08,51.6325,-0.0051598931027373,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-11,51.8241,0.0037108410400426,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-12,52.5589,0.014178731516804,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-13,52.5694,0.0001997758704996,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-14,53.3273,0.0144171324002175,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-15,52.1363,-0.0223337765084675,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-18,52.5427,0.0077949528447551,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-19,52.6102,0.0012846694212516,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-20,52.4987,-0.0021193608843912,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-21,52.5683,0.001325747113738,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-22,51.6815,-0.0168694821784231,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-25,51.6081,-0.0014202374157096,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-26,51.7976,0.0036719042165862,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-27,52.5042,0.0136415586822553,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-28,52.2918,-0.0040453906544618,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-04-29,51.947,-0.0065937680477626,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-05-02,51.7444,-0.0039001289776118,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-05-03,52.1907,0.0086250879322207,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-05-04,52.3692,0.0034201495668768,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-05-05,52.152,-0.0041474759973418,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-05-06,52.4157,0.0050563736769442,SBI Bluechip Fund - Regular Plan - Growth,
119551,2022-05-09,52.4876,0.0013717264102168,SBI Bluechip Fund - Regular Plan - Growth,-0.697479720978863
119551,2022-05-10,52.9653,0.0091011972351564,SBI Bluechip Fund - Regular Plan - Growth,-0.4835783118589516
119551,2022-05-11,52.6655,-0.0056603096744471,SBI Bluechip Fund - Regular Plan - Growth,-0.7381030707929971
119551,2022-05-12,52.5406,-0.002371571522154,SBI Bluechip Fund - Regular Plan - Growth,-1.1072449095430275
119551,2022-05-13,52.3863,-0.0029367765118784,SBI Bluechip Fund - Regular Plan - Growth,-1.1369506048501392
119551,2022-05-16,51.7412,-0.0123142882776603,SBI Bluechip Fund - Regular Plan - Growth,-1.3549885337995737
119551,2022-05-17,51.9032,0.0031309671982868,SBI Bluechip Fund - Regular Plan - Growth,-1.6298169577906374
119551,2022-05-18,52.0497,0.0028225620000308,SBI Bluechip Fund - Regular Plan - Growth,-1.7358237943969983
119551,2022-05-19,52.0789,0.0005610022728275,SBI Bluechip Fund - Regular Plan - Growth,-1.6449098876128518
119551,2022-05-20,51.9981,-0.0015514920630043,SBI Bluechip Fund - Regular Plan - Growth,-1.8016314409423584
119551,2022-05-23,51.3796,-0.0118946653820043,SBI Bluechip Fund - Regular Plan - Growth,-1.9657787500180453
119551,2022-05-24,51.2157,-0.0031899820162089,SBI Bluechip Fund - Regular Plan - Growth,-1.9575008326266057
119551,2022-05-25,51.0875,-0.0025031386859888,SBI Bluechip Fund - Regular Plan - Growth,-2.0720458604427754
119551,2022-05-26,50.7535,-0.0065378027893319,SBI Bluechip Fund - Regular Plan - Growth,-1.8935522663254147
119551,2022-05-27,50.7075,-0.0009063414345809,SBI Bluechip Fund - Regular Plan - Growth,-1.6167581581768882
119551,2022-05-30,50.9148,0.0040881526401419,SBI Bluechip Fund - Regular Plan - Growth,-1.422782499398598
119551,2022-05-31,51.7955,0.0172975244918962,SBI Bluechip Fund - Regular Plan - Growth,-0.8233056689146852
119551,2022-06-01,51.9021,0.0020580938498517,SBI Bluechip Fund - Regular Plan - Growth,-0.8511184711577227
119551,2022-06-02,52.047,0.0027917945516655,SBI Bluechip Fund - Regular Plan - Growth,-0.6268240420099932
119551,2022-06-03,52.0396,-0.0001421791841987,SBI Bluechip Fund - Regular Plan - Growth,-0.3713150189049867
119551,2022-06-06,51.1928,-0.0162722234605954,SBI Bluechip Fund - Regular Plan - Growth,-1.034429494035407
119551,2022-06-07,51.2073,0.0002832429560406,SBI Bluechip Fund - Regular Plan - Growth,-0.9952261500707716
119551,2022-06-08,51.2609,0.0010467257598039,SBI Bluechip Fund - Regular Plan - Growth,-0.9966987501952801
119551,2022-06-09,52.4137,0.0224888755367151,SBI Bluechip Fund - Regular Plan - Growth,-0.22004993961526853
119551,2022-06-10,52.3519,-0.0011790810417886,SBI Bluechip Fund - Regular Plan - Growth,-0.15340830009674958
119551,2022-06-13,52.5184,0.0031804003293098,SBI Bluechip Fund - Regular Plan - Growth,-0.11691535943159126
119551,2022-06-14,52.5294,0.0002094504021448,SBI Bluechip Fund - Regular Plan - Growth,0.09546141256892995
119551,2022-06-15,52.0176,-0.0097431152840123,SBI Bluechip Fund - Regular Plan - Growth,-0.19879721848233656
119551,2022-06-16,52.5716,0.0106502414567375,SBI Bluechip Fund - Regular Plan - Growth,0.13358369725581878
119551,2022-06-17,52.9487,0.0071730744356268,SBI Bluechip Fund - Regular Plan - Growth,0.3303732591980917
119551,2022-06-20,53.3469,0.0075204868108187,SBI Bluechip Fund - Regular Plan - Growth,0.5919520376110716
119551,2022-06-21,52.9481,-0.0074755983946583,SBI Bluechip Fund - Regular Plan - Growth,0.07137849002360715
119551,2022-06-22,53.6349,0.0129711925451527,SBI Bluechip Fund - Regular Plan - Growth,0.3398681199259294
119551,2022-06-23,53.0032,-0.0117777790207496,SBI Bluechip Fund - Regular Plan - Growth,0.27406913340214756
119551,2022-06-24,53.3057,0.005707202583995,SBI Bluechip Fund - Regular Plan - Growth,0.22996452439465506
119551,2022-06-27,54.3735,0.0200316288877173,SBI Bluechip Fund - Regular Plan - Growth,0.8565075547158519
119551,2022-06-28,53.9284,-0.00818597294638,SBI Bluechip Fund - Regular Plan - Growth,0.632661953863057
119551,2022-06-29,53.6874,-0.0044688883779234,SBI Bluechip Fund - Regular Plan - Growth,0.9042653733309577
119551,2022-06-30,53.7624,0.0013969758267302,SBI Bluechip Fund - Regular Plan - Growth,1.1834322725098116
119551,2022-07-01,53.5518,-0.0039172358376857,SBI Bluechip Fund - Regular Plan - Growth,1.0494206306899352
119551,2022-07-04,52.8517,-0.0130733233990266,SBI Bluechip Fund - Regular Plan - Growth,0.6110743232520801
119551,2022-07-05,52.9109,0.0011201153416067,SBI Bluechip Fund - Regular Plan - Growth,0.5919277612953329
119551,2022-07-06,52.4446,-0.0088129289050081,SBI Bluechip Fund - Regular Plan - Growth,0.41308014004210286
119551,2022-07-07,52.6913,0.0047040114711522,SBI Bluechip Fund - Regular Plan - Growth,0.5564819061093597
119551,2022-07-08,52.2927,-0.0075648162030542,SBI Bluechip Fund - Regular Plan - Growth,0.6645285188462973
119551,2022-07-11,53.0398,0.0142868889921536,SBI Bluechip Fund - Regular Plan - Growth,1.0775607637985565
119551,2022-07-12,52.7019,-0.0063706876722762,SBI Bluechip Fund - Regular Plan - Growth,1.0157526007761664
119551,2022-07-13,52.5795,-0.002322496911876,SBI Bluechip Fund - Regular Plan - Growth,0.7655301810110899
119551,2022-07-14,52.9854,0.0077197386814251,SBI Bluechip Fund - Regular Plan - Growth,0.8502155723657454
119551,2022-07-15,52.4404,-0.0102858523291322,SBI Bluechip Fund - Regular Plan - Growth,0.9565712257910614
119551,2022-07-18,52.5728,0.0025247709781008,SBI Bluechip Fund - Regular Plan - Growth,0.9388085015815204
119551,2022-07-19,53.2098,0.0121165317426501,SBI Bluechip Fund - Regular Plan - Growth,1.244043513142808
119551,2022-07-20,52.4879,-0.0135670496788184,SBI Bluechip Fund - Regular Plan - Growth,1.0598987362144048
119551,2022-07-21,52.6005,0.0021452563352695,SBI Bluechip Fund - Regular Plan - Growth,0.983611048509781
119551,2022-07-22,52.7484,0.0028117603444834,SBI Bluechip Fund - Regular Plan - Growth,0.8469185338449815
119551,2022-07-25,53.1408,0.0074390881998316,SBI Bluechip Fund - Regular Plan - Growth,0.8205109920175556
119551,2022-07-26,52.5914,-0.0103385722458073,SBI Bluechip Fund - Regular Plan - Growth,0.7441689100520019
119551,2022-07-27,52.0093,-0.0110683495780677,SBI Bluechip Fund - Regular Plan - Growth,0.5545635794510543
119551,2022-07-28,52.2762,0.0051317745095589,SBI Bluechip Fund - Regular Plan - Growth,0.5887368856763556
119551,2022-07-29,52.4404,0.0031410087190728,SBI Bluechip Fund - Regular Plan - Growth,0.46739883314601366
119551,2022-08-01,52.5835,0.0027288121372073,SBI Bluechip Fund - Regular Plan - Growth,0.6009479103478201
119551,2022-08-02,52.7716,0.0035771677427329,SBI Bluechip Fund - Regular Plan - Growth,0.6977615158192614
119551,2022-08-03,52.4831,-0.0054669557110264,SBI Bluechip Fund - Regular Plan - Growth,0.7784785140097719
119551,2022-08-04,52.6179,0.0025684458425663,SBI Bluechip Fund - Regular Plan - Growth,1.048005034599809
119551,2022-08-05,52.7813,0.003105407095304,SBI Bluechip Fund - Regular Plan - Growth,0.9548777731542666
119551,2022-08-08,52.4768,-0.0057690886734507,SBI Bluechip Fund - Regular Plan - Growth,0.574534528378015
119551,2022-08-09,53.375,0.0171161351301909,SBI Bluechip Fund - Regular Plan - Growth,0.9196105116334822
119551,2022-08-10,53.6262,0.0047063231850117,SBI Bluechip Fund - Regular Plan - Growth,0.8259620715652904
119551,2022-08-11,53.0931,-0.0099410362845027,SBI Bluechip Fund - Regular Plan - Growth,0.5372571669000892
119551,2022-08-12,53.429,0.0063266224801339,SBI Bluechip Fund - Regular Plan - Growth,0.7747178519426153
119551,2022-08-15,52.999,-0.0080480637855846,SBI Bluechip Fund - Regular Plan - Growth,0.5289824790583549
119551,2022-08-16,53.3957,0.007485046887677,SBI Bluechip Fund - Regular Plan - Growth,0.39542161223446703
119551,2022-08-17,53.9719,0.0107911311210453,SBI Bluechip Fund - Regular Plan - Growth,0.6107189465491166
119551,2022-08-18,53.6103,-0.0066997826646828,SBI Bluechip Fund - Regular Plan - Growth,0.17682420464169113
119551,2022-08-19,54.0957,0.00905423025053,SBI Bluechip Fund - Regular Plan - Growth,0.8627458650580624
119551,2022-08-22,54.321,0.0041648411980987,SBI Bluechip Fund - Regular Plan - Growth,0.7868460964589598
119551,2022-08-23,54.7445,0.0077962482281255,SBI Bluechip Fund - Regular Plan - Growth,0.9241073841807312
119551,2022-08-24,55.6967,0.0173935281169796,SBI Bluechip Fund - Regular Plan - Growth,1.3158482774560638
119551,2022-08-25,55.6049,-0.0016482125511924,SBI Bluechip Fund - Regular Plan - Growth,1.2524759021875567
119551,2022-08-26,55.265,-0.0061127706371201,SBI Bluechip Fund - Regular Plan - Growth,1.5121568584164722
119551,2022-08-29,54.8615,-0.0073011851985886,SBI Bluechip Fund - Regular Plan - Growth,1.3782121634288056
119551,2022-08-30,54.4963,-0.0066567629394019,SBI Bluechip Fund - Regular Plan - Growth,1.1520424691058033
119551,2022-08-31,54.4873,-0.0001651488266175,SBI Bluechip Fund - Regular Plan - Growth,0.8689215627114848
119551,2022-09-01,54.6797,0.0035310980723948,SBI Bluechip Fund - Regular Plan - Growth,1.034455263642838
119551,2022-09-02,54.8416,0.0029608794488631,SBI Bluechip Fund - Regular Plan - Growth,1.2470414133746304
119551,2022-09-05,55.2716,0.0078407632162444,SBI Bluechip Fund - Regular Plan - Growth,1.4994286615276697
119551,2022-09-06,55.3065,0.0006314273514789,SBI Bluechip Fund - Regular Plan - Growth,1.3325656499304392
119551,2022-09-07,56.0489,0.013423376999087,SBI Bluechip Fund - Regular Plan - Growth,1.5312469717932442
119551,2022-09-08,55.9471,-0.0018162711489432,SBI Bluechip Fund - Regular Plan - Growth,1.5839552285599865
119551,2022-09-09,57.3351,0.0248091500721217,SBI Bluechip Fund - Regular Plan - Growth,1.9233082735667306
119551,2022-09-12,57.6821,0.0060521390910628,SBI Bluechip Fund - Regular Plan - Growth,2.016262069679086
119551,2022-09-13,57.2772,-0.0070195086517307,SBI Bluechip Fund - Regular Plan - Growth,1.6836165296750243
119551,2022-09-14,56.7681,-0.0088883534809662,SBI Bluechip Fund - Regular Plan - Growth,1.6104406305699253
119551,2022-09-15,57.0396,0.0047826155886845,SBI Bluechip Fund - Regular Plan - Growth,1.7570022673498762
119551,2022-09-16,56.9566,-0.0014551294188598,SBI Bluechip Fund - Regular Plan - Growth,1.7887395488741298
119551,2022-09-19,57.346,0.0068367844990746,SBI Bluechip Fund - Regular Plan - Growth,2.2075136248185285
119551,2022-09-20,57.6156,0.0047012869249818,SBI Bluechip Fund - Regular Plan - Growth,2.2386879482026236
119551,2022-09-21,57.6083,-0.0001267017960413,SBI Bluechip Fund - Regular Plan - Growth,2.177532261576228
119551,2022-09-22,57.2092,-0.0069278211646585,SBI Bluechip Fund - Regular Plan - Growth,2.011700770523795
119551,2022-09-23,56.4791,-0.012761933395328,SBI Bluechip Fund - Regular Plan - Growth,1.7550545820360353
119551,2022-09-26,56.2861,-0.0034171932626405,SBI Bluechip Fund - Regular Plan - Growth,1.9496636380421224
119551,2022-09-27,56.7421,0.0081014673249701,SBI Bluechip Fund - Regular Plan - Growth,2.177564754661959
119551,2022-09-28,56.8787,0.0024073835829128,SBI Bluechip Fund - Regular Plan - Growth,2.280790782005362
119551,2022-09-29,56.2863,-0.0104151466190332,SBI Bluechip Fund - Regular Plan - Growth,2.188338527716109
119551,2022-09-30,56.4014,0.002044902578425,SBI Bluechip Fund - Regular Plan - Growth,2.249437122130063
119551,2022-10-03,56.6226,0.0039218884637615,SBI Bluechip Fund - Regular Plan - Growth,2.246187809907452
119551,2022-10-04,56.2119,-0.0072532875565586,SBI Bluechip Fund - Regular Plan - Growth,1.7692066992462454
119551,2022-10-05,56.3172,0.001873268827419,SBI Bluechip Fund - Regular Plan - Growth,1.7654142044109942
119551,2022-10-06,56.3752,0.0010298807469122,SBI Bluechip Fund - Regular Plan - Growth,1.7292286855822454
119551,2022-10-07,55.8386,-0.0095183697796193,SBI Bluechip Fund - Regular Plan - Growth,1.5214687270110092
119551,2022-10-10,56.044,0.0036784589871521,SBI Bluechip Fund - Regular Plan - Growth,1.9775112489206363
119551,2022-10-11,56.3509,0.0054760545285847,SBI Bluechip Fund - Regular Plan - Growth,2.0839770275039307
119551,2022-10-12,56.9211,0.0101187381213077,SBI Bluechip Fund - Regular Plan - Growth,2.2606474268434216
119551,2022-10-13,57.4822,0.0098575045106295,SBI Bluechip Fund - Regular Plan - Growth,2.059054193623965
119551,2022-10-14,56.8173,-0.0115670590200096,SBI Bluechip Fund - Regular Plan - Growth,1.8114058435215163
119551,2022-10-17,56.3784,-0.0077247598882734,SBI Bluechip Fund - Regular Plan - Growth,1.5699571033757846
119551,2022-10-18,56.6643,0.0050710910561491,SBI Bluechip Fund - Regular Plan - Growth,1.6707091587720595
119551,2022-10-19,56.951,0.0050596230783757,SBI Bluechip Fund - Regular Plan - Growth,2.000120498069456
119551,2022-10-20,57.2398,0.0050710259696933,SBI Bluechip Fund - Regular Plan - Growth,1.8929556263793808
119551,2022-10-21,59.2487,0.0350962092809548,SBI Bluechip Fund - Regular Plan - Growth,2.288871090396698
119551,2022-10-24,59.5784,0.0055646790562493,SBI Bluechip Fund - Regular Plan - Growth,2.253552738599337
119551,2022-10-25,60.2091,0.0105860513206128,SBI Bluechip Fund - Regular Plan - Growth,2.6091210773067597
119551,2022-10-26,60.7492,0.008970404805918,SBI Bluechip Fund - Regular Plan - Growth,2.543808996130197
119551,2022-10-27,61.1307,0.0062799180894561,SBI Bluechip Fund - Regular Plan - Growth,2.93471367147935
119551,2022-10-28,60.9924,-0.0022623657180433,SBI Bluechip Fund - Regular Plan - Growth,2.775187792142245
119551,2022-10-31,61.4337,0.0072353276801699,SBI Bluechip Fund - Regular Plan - Growth,2.577374653637127
119551,2022-11-01,61.0479,-0.0062799408142436,SBI Bluechip Fund - Regular Plan - Growth,2.6231354800964173
119551,2022-11-02,60.952,-0.0015708976066335,SBI Bluechip Fund - Regular Plan - Growth,2.6881557750843275
119551,2022-11-03,60.723,-0.003757054731592,SBI Bluechip Fund - Regular Plan - Growth,2.5764643945053947
119551,2022-11-04,60.7982,0.0012384104869653,SBI Bluechip Fund - Regular Plan - Growth,2.6885308378902746
119551,2022-11-07,62.0841,0.0211502972127464,SBI Bluechip Fund - Regular Plan - Growth,3.3529026655182164
119551,2022-11-08,61.1016,-0.0158253079290833,SBI Bluechip Fund - Regular Plan - Growth,2.9402316165666043
119551,2022-11-09,61.5042,0.0065890254919673,SBI Bluechip Fund - Regular Plan - Growth,3.267779114863418
119551,2022-11-10,60.6669,-0.0136137044299413,SBI Bluechip Fund - Regular Plan - Growth,2.8539119807523576
119551,2022-11-11,60.4461,-0.0036395464413048,SBI Bluechip Fund - Regular Plan - Growth,2.9431626120252954
119551,2022-11-14,61.0609,0.0101710449474821,SBI Bluechip Fund - Regular Plan - Growth,2.879475458974124
119551,2022-11-15,61.1271,0.0010841635154412,SBI Bluechip Fund - Regular Plan - Growth,3.04212945851671
119551,2022-11-16,60.5801,-0.0089485678201648,SBI Bluechip Fund - Regular Plan - Growth,2.889245524552089
119551,2022-11-17,60.2302,-0.0057758240742421,SBI Bluechip Fund - Regular Plan - Growth,2.6179051222566625
119551,2022-11-18,60.6235,0.006529946770889,SBI Bluechip Fund - Regular Plan - Growth,2.9766977421800886
119551,2022-11-21,60.2653,-0.0059085998004073,SBI Bluechip Fund - Regular Plan - Growth,2.796461770822072
119551,2022-11-22,60.4117,0.0024292586280993,SBI Bluechip Fund - Regular Plan - Growth,2.624312112992206
119551,2022-11-23,60.4671,0.0009170409043282,SBI Bluechip Fund - Regular Plan - Growth,2.9654770306766602
119551,2022-11-24,60.1517,-0.005216059642351,SBI Bluechip Fund - Regular Plan - Growth,2.805160436790943
119551,2022-11-25,61.3315,0.0196137432524765,SBI Bluechip Fund - Regular Plan - Growth,3.074274086038725
119551,2022-11-28,61.7071,0.0061240961006987,SBI Bluechip Fund - Regular Plan - Growth,3.051001490904357
119551,2022-11-29,60.6461,-0.0171941316315302,SBI Bluechip Fund - Regular Plan - Growth,2.871067940016741
119551,2022-11-30,60.7772,0.0021617218584542,SBI Bluechip Fund - Regular Plan - Growth,3.1670128990965445
119551,2022-12-01,60.4547,-0.0053062661656015,SBI Bluechip Fund - Regular Plan - Growth,2.9517508221809723
119551,2022-12-02,60.9424,0.0080671974222019,SBI Bluechip Fund - Regular Plan - Growth,3.041037395265675
119551,2022-12-05,60.5491,-0.0064536349077161,SBI Bluechip Fund - Regular Plan - Growth,2.8466493255145955
119551,2022-12-06,60.5191,-0.0004954656634037,SBI Bluechip Fund - Regular Plan - Growth,2.766471425974327
119551,2022-12-07,60.8206,0.0049818982767424,SBI Bluechip Fund - Regular Plan - Growth,2.9801109663006327
119551,2022-12-08,61.3184,0.0081847268852985,SBI Bluechip Fund - Regular Plan - Growth,3.08197769791706
119551,2022-12-09,60.704,-0.0100198309153531,SBI Bluechip Fund - Regular Plan - Growth,2.7976871010339406
119551,2022-12-12,60.5564,-0.0024314707432789,SBI Bluechip Fund - Regular Plan - Growth,2.8702321301427376
119551,2022-12-13,60.3344,-0.0036660039236149,SBI Bluechip Fund - Regular Plan - Growth,2.5018541633812776
119551,2022-12-14,60.0187,-0.0052325041767217,SBI Bluechip Fund - Regular Plan - Growth,2.2995157400142348
119551,2022-12-15,60.992,0.0162166124891074,SBI Bluechip Fund - Regular Plan - Growth,2.7995668160655915
119551,2022-12-16,61.2418,0.0040956190975864,SBI Bluechip Fund - Regular Plan - Growth,2.758826570066001
119551,2022-12-19,60.5958,-0.0105483509629044,SBI Bluechip Fund - Regular Plan - Growth,2.6993797200465646
119551,2022-12-20,61.1198,0.0086474640156579,SBI Bluechip Fund - Regular Plan - Growth,2.7193118719539786
119551,2022-12-21,62.3067,0.0194192389373002,SBI Bluechip Fund - Regular Plan - Growth,2.842766180999774
119551,2022-12-22,62.909,0.0096666971609795,SBI Bluechip Fund - Regular Plan - Growth,3.1600678779015654
119551,2022-12-23,62.1037,-0.0128010300592918,SBI Bluechip Fund - Regular Plan - Growth,2.7101096701473364
119551,2022-12-26,61.871,-0.0037469587158253,SBI Bluechip Fund - Regular Plan - Growth,2.5555178014570137
119551,2022-12-27,62.5984,0.0117567196263193,SBI Bluechip Fund - Regular Plan - Growth,2.6197986936108166
119551,2022-12-28,62.2411,-0.0057078136182393,SBI Bluechip Fund - Regular Plan - Growth,2.2108970993986254
119551,2022-12-29,62.5174,0.004439188896083,SBI Bluechip Fund - Regular Plan - Growth,2.327887895627195
119551,2022-12-30,62.9784,0.0073739470931293,SBI Bluechip Fund - Regular Plan - Growth,2.591109922566709
