amfi_code,date,nav,daily_return,scheme
100016,2022-04-19,518.493,-0.0004455162195085,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-20,518.9178,0.0008192974639966,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-21,519.9214,0.0019340250035746,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-22,526.4763,0.0126074825925612,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-25,525.6507,-0.0015681617577087,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-26,525.3674,-0.0005389510562814,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-27,520.5493,-0.0091709154393667,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-28,524.6005,0.007782548165947,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-29,525.7251,0.0021437265118886,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-02,524.0515,-0.0031834127759925,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-03,515.5881,-0.0161499394620566,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-04,522.4674,0.0133426275742205,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-05,517.1078,-0.0102582476916263,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-06,514.6837,-0.0046878039743356,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-09,516.5793,0.0036830387284461,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-10,511.4204,-0.0099866564533267,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-11,504.9889,-0.0125757595903487,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-12,495.8735,-0.0180506937875268,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-13,499.2941,0.0068981302691111,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-16,497.1556,-0.0042830468054799,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-17,510.4206,0.0266817873518874,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-18,506.2251,-0.0082196917600896,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-19,502.3871,-0.0075816074706687,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-20,500.1462,-0.0044605046586585,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-23,501.4785,0.0026638210987106,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-24,499.6609,-0.0036244824055268,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-25,502.6257,0.0059336241839214,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-26,498.5637,-0.0080815604932259,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-27,492.78,-0.0116007242404531,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-30,485.277,-0.0152258614391818,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-31,476.0989,-0.0189131156020169,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-01,474.1732,-0.0040447478454581,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-02,473.1602,-0.0021363501775301,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-03,470.7754,-0.0050401534194972,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-06,476.2119,0.0115479695837972,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-07,481.6458,0.0114106766336581,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-08,480.4735,-0.0024339462733817,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-09,473.1759,-0.0151883506582568,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-10,471.0598,-0.0044721212555415,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-13,468.8163,-0.0047626649525176,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-14,466.3477,-0.0052656018999339,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-15,463.7261,-0.0056215566196637,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-16,461.2993,-0.0052332616171484,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-17,459.9666,-0.0028890137054186,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-20,457.6317,-0.0050762381442478,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-21,458.7099,0.0023560430800575,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-22,460.4075,0.0037008139567078,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-23,456.9604,-0.0074870630908489,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-24,462.3501,0.0117946763001783,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-27,458.6076,-0.0080945153899609,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-28,452.344,-0.013657863498119,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-29,454.0998,0.0038815591673593,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-30,451.0707,-0.0066705600839287,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-01,452.584,0.0033549064481466,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-04,443.3196,-0.0204700121966309,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-05,449.0289,0.0128785192443556,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-06,451.9322,0.0064657308248978,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-07,446.2213,-0.0126366300077755,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-08,440.6669,-0.0124476352876924,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-11,447.4448,0.0153810054714795,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-12,444.7739,-0.0059692279360492,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-13,441.7416,-0.0068176212677947,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-14,433.2246,-0.0192805024475847,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-15,432.1093,-0.0025744152109552,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-18,431.4649,-0.0014912893566512,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-19,434.4201,0.0068492245835061,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-20,429.3142,-0.0117533696069771,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-21,423.8151,-0.012809033570285,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-22,425.7236,0.0045031429979724,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-25,429.7419,0.0094387532192248,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-26,424.047,-0.0132519077148398,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-27,428.3319,0.0101047761215147,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-28,428.6948,0.0008472401892083,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-29,433.0659,0.01019629815897,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-01,433.0211,-0.000103448458999,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-02,423.7137,-0.0214941027123157,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-03,423.3646,-0.0008239053870573,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-04,427.5619,0.0099141496478447,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-05,424.424,-0.0073390542983367,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-08,423.1925,-0.0029015795525229,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-09,422.7537,-0.0010368803794963,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-10,412.293,-0.0247441950241948,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-11,418.6311,0.015372805262277,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-12,415.5307,-0.0074060431726166,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-15,417.6036,0.0049885604120223,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-16,417.4997,-0.00024880053716,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-17,422.3739,0.0116747389279561,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-18,424.1079,0.0041053673060764,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-19,423.4485,-0.0015547930137588,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-22,420.3416,-0.0073371378101468,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-23,423.5281,0.007580739094108,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-24,416.803,-0.0158787575133739,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-25,419.4003,0.0062314810593973,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-26,415.5691,-0.0091349481628888,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-29,420.401,0.0116271878732081,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-30,421.2166,0.0019400524737096,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-31,423.8348,0.0062158044103672,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-01,424.3603,0.0012398698738282,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-02,418.068,-0.0148277301151875,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-05,415.1206,-0.0070500492742806,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-06,417.805,0.0064665545386086,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-07,418.6355,0.0019877694139609,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-08,423.2368,0.0109911844552124,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-09,424.9639,0.0040806943063551,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-12,421.5737,-0.0079776188047974,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-13,418.8403,-0.0064838010530542,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-14,419.437,0.001424648010232,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-15,411.1759,-0.0196956873141854,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-16,417.5046,0.0153917094849187,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-19,419.3505,0.0044212686518902,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-20,424.1319,0.0114019179659974,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-21,418.4765,-0.013334059522521,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-22,423.3133,0.0115581161666187,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-23,431.9494,0.0204012016631653,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-26,427.1671,-0.0110714356820498,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-27,430.305,0.0073458372613433,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-28,430.5313,0.0005259060433877,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-29,424.9261,-0.0130192624787093,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-30,426.9974,0.0048744946474221,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-03,430.3701,0.0078986429425564,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-04,428.3154,-0.0047742628960515,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-05,432.9656,0.0108569526101558,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-06,426.8679,-0.0140835669161706,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-07,421.495,-0.0125867979297576,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-10,422.2208,0.0017219658596188,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-11,422.5333,0.0007401340720305,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-12,420.0881,-0.0057869995098611,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-13,423.3166,0.0076852926802735,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-14,425.5227,0.0052114658390434,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-17,428.9765,0.0081166057650978,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-18,428.7321,-0.0005697281785831,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-19,431.2389,0.0058470079567169,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-20,429.769,-0.0034085515012676,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-21,437.8501,0.0188033571523307,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-24,434.9481,-0.0066278390709514,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-25,443.3278,0.0192659767912539,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-26,443.6931,0.000823995246858,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-27,438.5694,-0.0115478469239211,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-28,444.122,0.012660710026737,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-31,444.8448,0.0016274807372749,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-01,448.4277,0.0080542697138417,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-02,453.5279,0.0113735168456363,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-03,455.1164,0.0035025408580156,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-04,452.9791,-0.0046961612457823,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-07,457.1295,0.0091624536319667,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-08,457.3685,0.000522827776374,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-09,460.3808,0.0065861553648753,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-10,451.9519,-0.0183085393656728,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-11,453.9711,0.0044677320750281,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-14,451.6546,-0.0051027477299765,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-15,458.5248,0.0152111812876476,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-16,461.2893,0.006029117727111,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-17,462.5046,0.0026345722738418,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-18,464.7322,0.0048163845289321,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-21,460.8957,-0.0082552919724521,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-22,467.7825,0.0149422092677369,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-23,476.316,0.0182424524217985,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-24,478.216,0.0039889485131721,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-25,485.221,0.0146481924486006,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-28,483.0407,-0.0044934164020106,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-29,479.9044,-0.0064928276230139,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-30,480.3253,0.0008770496790611,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-01,482.4201,0.004361211037603,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-02,480.9949,-0.0029542715985507,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-05,483.5309,0.00527240517519,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-06,485.0894,0.003223165262034,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-07,481.0854,-0.0082541486167292,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-08,483.5409,0.005104083391431,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-09,487.4889,0.0081647695158775,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-12,488.4785,0.0020299949393718,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-13,493.7241,0.0107386507287423,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-14,488.7036,-0.0101686346686338,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-15,490.9778,0.004653536417575,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-16,486.1873,-0.0097570602988567,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-19,481.6822,-0.0092661819837744,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-20,479.2566,-0.0050356853543686,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-21,475.5366,-0.0077620214306907,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-22,473.4881,-0.0043077651646582,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-23,472.8386,-0.0013717345800242,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-26,476.5883,0.0079301901325314,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-27,475.4855,-0.0023139468593752,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-28,469.1246,-0.0133776950085754,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-29,474.1097,0.010626387957485,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-30,470.8654,-0.0068429310769215,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-02,470.8644,-2.123749164861799e-06,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-03,472.9663,0.0044639178498098,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-04,474.0441,0.0022788092936008,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-05,478.8877,0.0102176147746591,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-06,481.1631,0.0047514271091113,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-09,477.7684,-0.0070551960447506,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-10,487.2879,0.0199249259683143,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-11,488.3757,0.0022323558619041,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-12,487.9931,-0.0007834132615525,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-13,492.4132,0.0090577100372934,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-16,493.7523,0.0027194640598586,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-17,495.7495,0.0040449431830495,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-18,507.0277,0.0227497960159313,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-19,506.06,-0.0019085742258262,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-20,504.9042,-0.0022839189028969,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-23,505.6844,0.0015452436323564,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-24,510.7491,0.0100155353813564,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-25,504.268,-0.0126894007253268,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-26,495.8578,-0.0166780362822942,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-27,493.5515,-0.004651131836587,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-30,486.7415,-0.0137979521893865,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-01-31,485.1715,-0.0032255314165732,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-02-01,487.5779,0.0049598956245369,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-02-02,484.0122,-0.0073130878163263,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-02-03,478.2065,-0.0119949455819502,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-02-06,478.7459,0.001127964592702,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-02-07,482.6505,0.0081558923011142,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-02-08,475.7347,-0.01432879485259,HDFC Top 100 Fund - Regular Plan - Growth
100016,2023-02-09,479.4358,0.0077797562380881,HDFC Top 100 Fund - Regular Plan - Growth
